"id";"feedback";"userid";"timemodified";"random_response";"anonymous_response";"courseid"
"136";"7";"0";"1702393848";"0";"1";"1"
"137";"7";"0";"1702393848";"0";"1";"1"
"138";"7";"0";"1702393873";"0";"1";"1"
"139";"7";"0";"1702393897";"0";"1";"1"
"140";"7";"0";"1702393928";"0";"1";"1"
"141";"7";"0";"1702394463";"0";"1";"1"
"142";"7";"0";"1702394708";"0";"1";"1"
"143";"7";"0";"1702394812";"0";"1";"1"
"144";"7";"0";"1702394943";"0";"1";"1"
"145";"7";"0";"1702395947";"0";"1";"1"
"146";"7";"0";"1702396060";"0";"1";"1"
"147";"7";"0";"1702401558";"0";"1";"1"
"148";"7";"0";"1702408138";"0";"1";"1"
"149";"7";"0";"1702411495";"0";"1";"1"
"150";"7";"0";"1702413435";"0";"1";"1"
"151";"7";"0";"1702417033";"0";"1";"1"
"152";"7";"0";"1702418106";"0";"1";"1"
"153";"7";"0";"1702444516";"0";"1";"1"
"154";"7";"0";"1702453824";"0";"1";"1"
"155";"7";"0";"1702455372";"0";"1";"1"
"156";"7";"0";"1702466358";"0";"1";"1"
"157";"7";"0";"1702466522";"0";"1";"1"
"158";"7";"0";"1702480223";"0";"1";"1"
"159";"7";"0";"1702488970";"0";"1";"1"
"160";"7";"0";"1702491927";"0";"1";"1"
"161";"7";"0";"1702491944";"0";"1";"1"
"162";"7";"0";"1702491961";"0";"1";"1"
"163";"7";"0";"1702492015";"0";"1";"1"
"164";"7";"0";"1702492024";"0";"1";"1"
"165";"7";"0";"1702492046";"0";"1";"1"
"166";"7";"0";"1702492046";"0";"1";"1"
"167";"7";"0";"1702492091";"0";"1";"1"
"168";"7";"0";"1702492100";"0";"1";"1"
"169";"7";"0";"1702492140";"0";"1";"1"
"170";"7";"0";"1702492174";"0";"1";"1"
"171";"7";"0";"1702492208";"0";"1";"1"
"172";"7";"0";"1702492222";"0";"1";"1"
"173";"7";"0";"1702492236";"0";"1";"1"
"174";"7";"0";"1702492701";"0";"1";"1"
"175";"7";"0";"1702542485";"0";"1";"1"
"176";"7";"0";"1702547073";"0";"1";"1"
"177";"7";"0";"1702547095";"0";"1";"1"
"178";"7";"0";"1702547104";"0";"1";"1"
"179";"7";"0";"1702547109";"0";"1";"1"
"180";"7";"0";"1702547110";"0";"1";"1"
"181";"7";"0";"1702547111";"0";"1";"1"
"182";"7";"0";"1702547113";"0";"1";"1"
"183";"7";"0";"1702547128";"0";"1";"1"
"184";"7";"0";"1702547135";"0";"1";"1"
"185";"7";"0";"1702547141";"0";"1";"1"
"186";"7";"0";"1702547151";"0";"1";"1"
"187";"7";"0";"1702547163";"0";"1";"1"
"188";"7";"0";"1702547186";"0";"1";"1"
"189";"7";"0";"1702547195";"0";"1";"1"
"190";"7";"0";"1702547220";"0";"1";"1"
"191";"7";"0";"1702547312";"0";"1";"1"
"192";"7";"0";"1702547472";"0";"1";"1"
"193";"7";"0";"1702547509";"0";"1";"1"
"194";"7";"0";"1702548493";"0";"1";"1"
"195";"7";"0";"1702550466";"0";"1";"1"
"196";"7";"0";"1702550614";"0";"1";"1"
"197";"7";"0";"1702550630";"0";"1";"1"
"198";"7";"0";"1702550656";"0";"1";"1"
"199";"7";"0";"1702550656";"0";"1";"1"
"200";"7";"0";"1702550659";"0";"1";"1"
"201";"7";"0";"1702550733";"0";"1";"1"
"202";"7";"0";"1702550738";"0";"1";"1"
"203";"7";"0";"1702550788";"0";"1";"1"
"204";"7";"0";"1702550801";"0";"1";"1"
"205";"7";"0";"1702550871";"0";"1";"1"
"206";"7";"0";"1702550906";"0";"1";"1"
"207";"7";"0";"1702550959";"0";"1";"1"
"208";"7";"0";"1702550960";"0";"1";"1"
"209";"7";"0";"1702550995";"0";"1";"1"
"210";"7";"0";"1702551011";"0";"1";"1"
"211";"7";"0";"1702551014";"0";"1";"1"
"212";"7";"0";"1702551028";"0";"1";"1"
"213";"7";"0";"1702551721";"0";"1";"1"
"214";"7";"0";"1702551870";"0";"1";"1"
"215";"7";"0";"1702552033";"0";"1";"1"
"216";"7";"0";"1702556502";"0";"1";"1"
"217";"7";"0";"1702567848";"0";"1";"1"
"218";"7";"0";"1702567878";"0";"1";"1"
"219";"7";"0";"1702567954";"0";"1";"1"
"220";"7";"0";"1702567968";"0";"1";"1"
"221";"7";"0";"1702568004";"0";"1";"1"
"222";"7";"0";"1702568007";"0";"1";"1"
"223";"7";"0";"1702568024";"0";"1";"1"
"224";"7";"0";"1702568070";"0";"1";"1"
"225";"7";"0";"1702568136";"0";"1";"1"
"226";"7";"0";"1702568202";"0";"1";"1"
"227";"7";"0";"1702568457";"0";"1";"1"
"228";"7";"0";"1702569355";"0";"1";"1"
"229";"7";"0";"1702578517";"0";"1";"1"
"230";"7";"0";"1702578549";"0";"1";"1"
"231";"7";"0";"1702578703";"0";"1";"1"
"232";"7";"0";"1702578731";"0";"1";"1"
"233";"7";"0";"1702578740";"0";"1";"1"
"234";"7";"0";"1702578786";"0";"1";"1"
"235";"7";"0";"1702578805";"0";"1";"1"
"236";"7";"0";"1702578826";"0";"1";"1"
"237";"7";"0";"1702578840";"0";"1";"1"
"238";"7";"0";"1702578991";"0";"1";"1"
"239";"7";"0";"1702579007";"0";"1";"1"
"240";"7";"0";"1702579036";"0";"1";"1"
"241";"7";"0";"1702579068";"0";"1";"1"
"242";"7";"0";"1702579087";"0";"1";"1"
"243";"7";"0";"1702579100";"0";"1";"1"
"244";"7";"0";"1702579113";"0";"1";"1"
"245";"7";"0";"1702579126";"0";"1";"1"
"246";"7";"0";"1702579180";"0";"1";"1"
"247";"7";"0";"1702579268";"0";"1";"1"
"248";"7";"0";"1702579331";"0";"1";"1"
"249";"7";"0";"1702579568";"0";"1";"1"
"250";"7";"0";"1702579601";"0";"1";"1"
"251";"7";"0";"1702586126";"0";"1";"1"
"252";"7";"0";"1702593376";"0";"1";"1"
"253";"7";"0";"1702643654";"0";"1";"1"
"254";"7";"0";"1702643672";"0";"1";"1"
"255";"7";"0";"1702643673";"0";"1";"1"
"256";"7";"0";"1702643704";"0";"1";"1"
"257";"7";"0";"1702643724";"0";"1";"1"
"258";"7";"0";"1702643807";"0";"1";"1"
"259";"7";"0";"1702643856";"0";"1";"1"
"260";"7";"0";"1702643863";"0";"1";"1"
"261";"7";"0";"1702643864";"0";"1";"1"
"262";"7";"0";"1702643910";"0";"1";"1"
"263";"7";"0";"1702643914";"0";"1";"1"
"264";"7";"0";"1702643922";"0";"1";"1"
"265";"7";"0";"1702643933";"0";"1";"1"
"266";"7";"0";"1702643948";"0";"1";"1"
"267";"7";"0";"1702643956";"0";"1";"1"
"268";"7";"0";"1702643959";"0";"1";"1"
"269";"7";"0";"1702644043";"0";"1";"1"
"270";"7";"0";"1702814413";"0";"1";"1"
"271";"7";"0";"1702818890";"0";"1";"1"
"272";"7";"0";"1702819692";"0";"1";"1"
"273";"7";"0";"1702829519";"0";"1";"1"
"274";"7";"0";"1702837014";"0";"1";"1"
"275";"7";"0";"1702841367";"0";"1";"1"
"276";"7";"0";"1702876980";"0";"1";"1"
"277";"7";"0";"1702892644";"0";"1";"1"
"278";"7";"0";"1702902068";"0";"1";"1"
"279";"7";"0";"1702908408";"0";"1";"1"
"280";"7";"0";"1702909031";"0";"1";"1"
"281";"7";"0";"1702919546";"0";"1";"1"
"282";"7";"0";"1702933806";"0";"1";"1"
"283";"7";"0";"1702934861";"0";"1";"1"
"284";"7";"0";"1702946123";"0";"1";"1"
"285";"7";"0";"1702981281";"0";"1";"1"
"286";"7";"0";"1703003642";"0";"1";"1"
"287";"7";"0";"1703005347";"0";"1";"1"
"288";"7";"0";"1703014502";"0";"1";"1"
"289";"7";"0";"1703020636";"0";"1";"1"
"290";"7";"0";"1703022811";"0";"1";"1"
"291";"7";"0";"1703049528";"0";"1";"1"
"292";"7";"0";"1703073881";"0";"1";"1"
"293";"7";"0";"1703180608";"0";"1";"1"
"294";"7";"0";"1705056651";"0";"1";"1"
"295";"5";"0";"1705489504";"5";"1";"1"
"296";"5";"0";"1705574641";"3";"1";"1"
"297";"5";"0";"1705574803";"11";"1";"1"
"298";"5";"0";"1705574824";"14";"1";"1"
"299";"5";"0";"1705574840";"9";"1";"1"
"300";"5";"0";"1705574841";"2";"1";"1"
"301";"5";"0";"1705574845";"13";"1";"1"
"302";"5";"0";"1705574852";"12";"1";"1"
"303";"5";"0";"1705574867";"6";"1";"1"
"304";"5";"0";"1705574973";"1";"1";"1"
"305";"5";"0";"1705574984";"7";"1";"1"
"306";"5";"0";"1705575016";"8";"1";"1"
"307";"5";"0";"1705575088";"10";"1";"1"
"308";"5";"0";"1705585341";"4";"1";"1"
"309";"7";"0";"1708511670";"0";"1";"1"
"310";"7";"0";"1708528289";"0";"1";"1"
"311";"7";"0";"1708528324";"0";"1";"1"
"312";"7";"0";"1708529191";"0";"1";"1"
"313";"7";"0";"1708529335";"0";"1";"1"
"314";"7";"0";"1708529393";"0";"1";"1"
"315";"7";"0";"1708530714";"0";"1";"1"
"316";"7";"0";"1708531085";"0";"1";"1"
"317";"7";"0";"1708535930";"0";"1";"1"
"318";"7";"0";"1708615018";"0";"1";"1"
"319";"7";"0";"1708944489";"0";"1";"1"
"320";"7";"0";"1709046469";"0";"1";"1"
"321";"7";"0";"1709046562";"0";"1";"1"
"322";"7";"0";"1709047258";"0";"1";"1"
"323";"7";"0";"1709047272";"0";"1";"1"
"324";"7";"0";"1709049758";"0";"1";"1"
"325";"7";"0";"1709147050";"0";"1";"1"
"326";"7";"0";"1714379825";"0";"1";"1"
"327";"9";"0";"1717655530";"0";"1";"1"
"328";"9";"0";"1717655894";"0";"1";"1"
"329";"9";"0";"1717656000";"0";"1";"1"
"330";"9";"0";"1717656088";"0";"1";"1"
"331";"9";"0";"1717656408";"0";"1";"1"
"332";"9";"0";"1717656549";"0";"1";"1"
"333";"9";"0";"1717656570";"0";"1";"1"
"334";"9";"0";"1717656700";"0";"1";"1"
"335";"9";"0";"1717657219";"0";"1";"1"
"336";"9";"0";"1717657558";"0";"1";"1"
"337";"9";"0";"1717657895";"0";"1";"1"
"338";"9";"0";"1717659944";"0";"1";"1"
"339";"9";"0";"1717660014";"0";"1";"1"
"340";"9";"0";"1717660309";"0";"1";"1"
"341";"9";"0";"1717660364";"0";"1";"1"
"342";"9";"0";"1717661544";"0";"1";"1"
"343";"9";"0";"1717661797";"0";"1";"1"
"344";"9";"0";"1717662076";"0";"1";"1"
"345";"9";"0";"1717662920";"0";"1";"1"
"346";"9";"0";"1717663234";"0";"1";"1"
"347";"9";"0";"1717663654";"0";"1";"1"
"348";"9";"0";"1717667541";"0";"1";"1"
"349";"9";"0";"1717670392";"0";"1";"1"
"350";"9";"0";"1717671652";"0";"1";"1"
"351";"9";"0";"1717671754";"0";"1";"1"
"352";"9";"0";"1717673387";"0";"1";"1"
"353";"9";"0";"1717682960";"0";"1";"1"
"354";"9";"0";"1717684071";"0";"1";"1"
"355";"9";"0";"1717694011";"0";"1";"1"
"356";"9";"0";"1717742972";"0";"1";"1"
"357";"9";"0";"1717744107";"0";"1";"1"
"358";"9";"0";"1717747770";"0";"1";"1"
"359";"9";"0";"1717753300";"0";"1";"1"
"360";"9";"0";"1717771400";"0";"1";"1"
"361";"9";"0";"1717777272";"0";"1";"1"
"362";"9";"0";"1717780465";"0";"1";"1"
"363";"9";"0";"1717785653";"0";"1";"1"
"364";"9";"0";"1717798464";"0";"1";"1"
"365";"9";"0";"1717952274";"0";"1";"1"
"366";"9";"0";"1718013057";"0";"1";"1"
"367";"9";"0";"1718034091";"0";"1";"1"
"368";"9";"0";"1718102373";"0";"1";"1"
"369";"9";"0";"1718107651";"0";"1";"1"
"370";"9";"0";"1718188568";"0";"1";"1"
"371";"9";"0";"1718262007";"0";"1";"1"
"372";"9";"0";"1718269383";"0";"1";"1"
"373";"9";"0";"1718269408";"0";"1";"1"
"374";"9";"0";"1718324014";"0";"1";"1"
"375";"9";"0";"1718348412";"0";"1";"1"
"376";"7";"0";"1718494446";"0";"1";"1"
"377";"9";"0";"1718609681";"0";"1";"1"
"378";"9";"0";"1718609915";"0";"1";"1"
"379";"9";"0";"1718610496";"0";"1";"1"
"380";"9";"0";"1718610541";"0";"1";"1"
"381";"9";"0";"1718610979";"0";"1";"1"
"382";"9";"0";"1718611024";"0";"1";"1"
"383";"9";"0";"1718611655";"0";"1";"1"
"384";"9";"0";"1718612121";"0";"1";"1"
"385";"9";"0";"1718612314";"0";"1";"1"
"386";"9";"0";"1718612714";"0";"1";"1"
"387";"9";"0";"1718613663";"0";"1";"1"
"388";"9";"0";"1718613806";"0";"1";"1"
"389";"9";"0";"1718614942";"0";"1";"1"
"390";"9";"0";"1718617349";"0";"1";"1"
"391";"9";"0";"1718617739";"0";"1";"1"
"392";"9";"0";"1718618703";"0";"1";"1"
"393";"9";"0";"1718626950";"0";"1";"1"
"394";"9";"0";"1718629627";"0";"1";"1"
"395";"9";"0";"1718630914";"0";"1";"1"
"396";"9";"0";"1718636875";"0";"1";"1"
"397";"9";"0";"1718650614";"0";"1";"1"
"398";"9";"0";"1718696273";"0";"1";"1"
"399";"9";"0";"1718696919";"0";"1";"1"
"400";"9";"0";"1718701518";"0";"1";"1"
"401";"9";"0";"1718723132";"0";"1";"1"
"402";"9";"0";"1718725867";"0";"1";"1"
"403";"9";"0";"1718728798";"0";"1";"1"
"404";"9";"0";"1718783203";"0";"1";"1"
"405";"9";"0";"1718783223";"0";"1";"1"
