"id";"feedback";"template";"name";"label";"presentation";"typ";"hasvalue";"position";"required";"dependitem";"dependvalue";"options"
"11";"1";"0";"6. El teu grau de participació a l'elaboració del projecte educatiu del centre";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"11";"0";"0";;
"12";"1";"0";"7. El grau de consecució dels objectius marcats a la programació general anual";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"12";"0";"0";;
"13";"1";"0";"label";;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><font color=""#003366""><strong>SECRETARIA I ADMINISTRACIÓ</strong> </font></p>         <p align=""left""><font color=""#003366"" size=""2""><em>Com valores els següents aspectes de funcionament?</em></font></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"13";"0";"0";;
"14";"1";"0";"8. L'atenció del personal de secretària i administració";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"14";"0";"0";;
"15";"1";"0";"9. L'atenció del personal de consergeria";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"15";"0";"0";;
"16";"1";"0";"label";;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">INSTAL·LACIONS</font></strong></p>         <p align=""left""><font color=""#003366"" size=""2""><em>Valora el teu nivell de satisfacció amb l'estat de:</em></font></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"16";"0";"0";;
"17";"1";"0";"10. Els tallers i laboratoris";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"17";"0";"0";;
"18";"1";"0";"11. Les aules i el seu equipament didàctic";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"18";"0";"0";;
"19";"1";"0";"12. Les zones comuns del centre (corredors, jardins, patis)";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"19";"0";"0";;
"20";"1";"0";"Indica el teu grau de satisfacció amb el servici de cafeteria del centre";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"20";"0";"0";;
"21";"1";"0";"label";;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">TASCA DOCENT</font></strong></p>         <p align=""left""><font color=""#003366"" size=""2""><em>Com valores els següents ítems:</em></font></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"21";"0";"0";;
"22";"1";"0";"13. El nivell acadèmic dels ensenyaments que imparteixes";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"22";"0";"0";;
"23";"1";"0";"14. L'aprofitament dels materials didàctics, equips i noves tecnologies a l'aula";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"23";"0";"0";;
"24";"1";"0";"15. El nivell d'actualització dels teus coneixements a les matèries que imparteixes";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"24";"0";"0";;
"25";"1";"0";"16. El reconeixement al teu treball i esforç per part del departament";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"25";"0";"0";;
"26";"1";"0";"17. El reconeixement al teu treball i esforç per part de l'equip educatiu";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"26";"0";"0";;
"27";"1";"0";"18. El reconeixement al teu treball i esforç per part de l'alumnat";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"27";"0";"0";;
"28";"1";"0";"19. El treball en equip que es desenvolupa al centre";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"28";"0";"0";;
"29";"1";"0";"20. El recolzament a les iniciatives del professorat";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"29";"0";"0";;
"30";"1";"0";"label";;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">FORMACIÓ DEL PROFESSORAT</font></strong></p>         <p align=""left""><font color=""#003366"" size=""2""><em>Valora:</em></font></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"30";"0";"0";;
"31";"1";"0";"21. Facilitat per a participar a les accions formatives";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"31";"0";"0";;
"32";"1";"0";"22. Facilitat per a proposar accions formatives al centre";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"32";"0";"0";;
"33";"1";"0";"23. Indica en quins aspectes has fet formació aquest curs:";;"c>>>>>Cap
|Específica de la meua especialitat
|Llengües
|Metodologia / didàctica
|Gestió i organització de centres
|Altra titulació Universitària (Indica quina a continuació)
|Altra (Indica quina a continuació)";"multichoice";"1";"33";"0";"0";;"h"
"34";"1";"0";"Indica les altres accions formatives:";;"75|3";"textarea";"1";"34";"0";"0";;
"35";"1";"0";"24. La formació realitzada ha sigut útil per a millorar l'activitat docent";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"35";"0";"0";;
"36";"1";"0";"25. Indica les teues necessitats formatives per al proper curs";;"75|8";"textarea";"1";"36";"0";"0";;
"37";"1";"0";"label";;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">ACCIÓ TUTORIAL</font></strong></p>         <p align=""left""><font color=""#003366"" size=""2""><em>Què opines en relació amb ...?</em></font></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"37";"0";"0";;
"38";"1";"0";"26. El Pla d'acció tutorial (deixar en blanc si no eres tutor)";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"38";"0";"0";;
"39";"1";"0";"27. L'interès dels temes tractats a les tutories (deixar en blanc si no eres tutor)";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"39";"0";"0";;
"40";"1";"0";"28. La coordinació amb l'equip d'orientació per a l'atenció de necessitats educatives especials";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"40";"0";"0";;
"41";"1";"0";"29. El recolzament donat per l'equip d'orientació";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"41";"0";"0";;
"42";"1";"0";"label";;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">CONVIVÈNCIA</font></strong></p>         <p align=""left""><font color=""#003366"" size=""2""><em>Què opines sobre ...?</em></font></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"42";"0";"0";;
"43";"1";"0";"30. La relació i ambient en el centre";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"43";"0";"0";;
"44";"1";"0";"31. El recolzament que reps per part del centre front als conflictes a l'aula";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"44";"0";"0";;
"45";"1";"0";"label";;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">QUALITAT</font></strong></p>         <p align=""left""><font color=""#003366"" size=""2""><em>Valora els següents ítems:</em></font></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"45";"0";"0";;
"46";"1";"0";"32. La facilitat d'accés a la informació que es genera al sistema de gestió de qualitat";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"46";"0";"0";;
"47";"1";"0";"33. La gestió de l'equip de qualitat per a la millora del centre";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"47";"0";"0";;
"48";"1";"0";"label";;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">SATISFACCIÓ</font></strong></p>         <p align=""left""><font color=""#003366"" size=""2""><em>Valora els següents ítems:</em></font></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"48";"0";"0";;
"49";"1";"0";"34. Recomanaries el centre a un altre docent";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"49";"0";"0";;
"50";"1";"0";"35. Recomanaries el centre a un familiar i/o amic/ga per a que el seu fill/a estudie a este centre";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"50";"0";"0";;
"51";"1";"0";"label";;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">COMUNICACIÓ</font></strong></p>         <p align=""left""><font color=""#003366"" size=""2""><em>Quin és el teu grau de satisfacció respecte a les següents qüestions?</em></font></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"51";"0";"0";;
"52";"1";"0";"36. La informació proporcionada al personal docent sobre les activitats i funcionament del centre";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"52";"0";"0";;
"53";"1";"0";"label";;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">INNOVACIÓ I TECNOLOGIA</font></strong></p>         <p align=""left""><font color=""#003366"" size=""2""><em>Quin és el teu grau de satisfacció respecte a les següents qüestions?</em></font></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"53";"0";"0";;
"54";"1";"0";"37. El centre facilita l'us de les noves tecnològies";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"54";"0";"0";;
"55";"1";"0";"38. El centre dinamitza la innovació en la tasca docent";;"r>>>>>0
|1
|2
|3
|4
|5
|6
|7
|8
|9
|10<<<<<1";"multichoice";"1";"55";"0";"0";;
"56";"1";"0";"39. Marca únicament dos qüestions que consideres les més importants a la vida del centre";;"c>>>>>Que el centre estiga ben dirigit, organitzat i tinga prestigi
|Que les instal·lacions del centre siguen bones
|Que existisca voluntat de treball en equip i compromís amb la millora del centre
|Que el nivell de la formació que s'imparteix al centre siga alt i competitiu
|Que no existisquen problemes disciplinaris i oferisca un bon ambient de treball";"multichoice";"1";"56";"0";"0";;"h"
"57";"1";"0";"label";;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%""><strong><font color=""#003366"">COMENTARIS / SUGGERIMENTS</font></strong> </font></font>       </td>     </tr></tbody>   </table></p>";"label";"0";"57";"0";"0";;
"58";"1";"0";"40. Escriu lliurement qualsevol comentari o suggeriment que vulgues fer respecte de les qüestions tractades en aquesta enquesta";;"75|8";"textarea";"1";"58";"0";"0";;
"118";"2";"0";;;"<p align=""center""><strong>SISTEMA DE GESTIÓN DE CALIDAD - ENCUESTA DE SATISFACCIÓN DEL ALUMNADO</strong></p>
<p align=""center""><img hspace=""0"" height=""120"" width=""660"" border=""0"" src=""http://www.fpmislata.com/logos/logo_completo_660x120.png"" alt=""CIPFP Mislata"" title=""CIPFP Mislata""></p>
<p align=""left""> </p><p align=""left"">  </p><table cellspacing=""1"" cellpadding=""1"" width=""900"" border=""1""><tbody><tr><td valign=""top"" width=""50%"" colspan=""2"">         <h6 align=""left"">La encuesta es totalmente anónima y sus resultados se utilizarán únicamente con la intención de mejorar el centro.</h6>         <h6 align=""left"">Si lo deseas puedes dejar cualquiera de las cuestiones sin contestar.</h6>         <h6 align=""left"">Gracias por tu colaboración.</h6>       </td>     </tr><tr><td valign=""top"" width=""50%""><address>&nbsp;</address><address>Debes responder con un único valor (de 0 a 10) a cada una de las siguientes cuestiones.</address>       </td>       <td valign=""top"" width=""50%"">         <blockquote dir=""ltr"" style=""margin-right:0px;""><address>&nbsp;</address><address>0 - Totalmente en desacuerdo</address><address>...</address><address>10 - Totalmente de acuerdo</address></blockquote>       </td>     </tr></tbody></table><p align=""left"">&nbsp;</p>";"label";"0";"1";"0";"0";;
"119";"2";"0";"FAMILIA PROFESIONAL EN LA QUE ESTUDIAS (respuesta obligatoria)";;"d>>>>>1####ADMINISTRACIÓN DE EMPRESAS|2####COMERCIO Y MARKETING|3####INFORMÁTICA|4####TURISMO|5####SANIDAD|6####ÓPTICA";"multichoicerated";"1";"2";"1";"0";;
"120";"2";"0";"¿Estudias Grado MEDIO o Grado SUPERIOR? (respuesta obligatoria)";;"d>>>>>1####Grado MEDIO|2####Grado SUPERIOR";"multichoicerated";"1";"3";"1";"0";;
"121";"2";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">ACOGIDA</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"4";"0";"0";;
"122";"2";"0";"1. El centro pone todos los medios a su alcance para facilitar la incorporación de los alumnos al principio de curso";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"5";"0";"0";;
"123";"2";"0";;;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">GESTIÓN DEL CENTRO</font></strong> </p>       </td>     </tr></tbody>   </table></p>";"label";"0";"6";"0";"0";;
"124";"2";"0";"2. El equipo directivo actual trabaja para mejorar el centro";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"7";"0";"0";;
"125";"2";"0";"3. Considero que el equipo directivo es accesible";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"8";"0";"0";;
"126";"2";"0";;;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">COMUNICACIÓN</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"9";"0";"0";;
"127";"2";"0";"4. El centro se preocupa por facilitarnos la información necesaria";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"10";"0";"0";;
"128";"2";"0";"5. Existen en el centro suficientes medios para informar al alumnado";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"11";"0";"0";;
"129";"2";"0";;;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">INNOVACIÓN Y TECNOLOGÍA</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"12";"0";"0";;
"130";"2";"0";"6. La plataforma moodle es útil";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"13";"0";"0";;
"131";"2";"0";"7. La página web es de fácil uso";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"14";"0";"0";;
"132";"2";"0";"8. La página web contiene información interesante";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"15";"0";"0";;
"133";"2";"0";"9. En el centro se fomenta la innovación tecnológica";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"16";"0";"0";;
"134";"2";"0";;;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">ADMINISTRACIÓN Y SECRETARÍA</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"17";"0";"0";;
"135";"2";"0";"10. La atención del personal de secretaría es buena";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"18";"0";"0";;
"136";"2";"0";"11. La atención del personal de conserjería es buena";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"19";"0";"0";;
"137";"2";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">CAFETERÍA</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"20";"0";"0";;
"138";"2";"0";"Indica tu grado de satisfacción con el servicio de cafetería del centro";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"21";"0";"0";;
"139";"2";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">INSTALACIONES</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"22";"0";"0";;
"140";"2";"0";"12. Mi nivel de satisfacción con el equipamiento didáctico de las aulas/talleres (materiales, equipos informáticos, otros equipos)";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"23";"0";"0";;
"141";"2";"0";"13. Mi valoración del estado general de las instalaciones del centro";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"24";"0";"0";;
"142";"2";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">ENSEÑANZA / APRENDIZAJE</font> </strong></p>		<p><font color=""#003366"" size=""2""><em>(Se ha realizado previamente la ""Encuesta por módulos"" cuyos resultados se incluirán en la presente encuesta)</em></font></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"25";"0";"0";;
"143";"2";"0";"14. Mi valoración de las actividades complementarias ofertadas";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"26";"0";"0";;
"144";"2";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">HORARIOS</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"27";"0";"0";;
"145";"2";"0";"15. Considero adecuadas las agrupaciones horarias de los módulos de mi ciclo para facilitar mi formación académica";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"28";"0";"0";;
"146";"2";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">TUTORÍA</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"29";"0";"0";;
"147";"2";"0";"16. La atención personal del tutor a los alumnos";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"30";"0";"0";;
"148";"2";"0";"17. La información del tutor sobre la organización del centro y del ciclo (evaluaciones, normativa, FCTs, faltas de asistencia )";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"31";"0";"0";;
"149";"2";"0";"18. La realización de actividades formativas durante la tutoria (debate, temas de actualidad )";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"32";"0";"0";;
"150";"2";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">DEPARTAMENTO DE ORIENTACIÓN</font> </strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"33";"0";"0";;
"151";"2";"0";"19. El departamento de orientación está accesible para ayudarnos";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"34";"0";"0";;
"152";"2";"0";"20. El departamento de orientación me ofrece información académica útil para mi futuro";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"35";"0";"0";;
"153";"2";"0";"21. Valoro positivamente el trabajo del departamento de orientación";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"36";"0";"0";;
"154";"2";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">CONVIVENCIA</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"37";"0";"0";;
"155";"2";"0";"22. El ambiente en el centro";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"38";"0";"0";;
"156";"2";"0";"23. Las soluciones aportadas por el centro ante conflictos de convivencia";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"39";"0";"0";;
"157";"2";"0";"24. El tratamiento que se hace en el centro a tus quejas y sugerencias";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"40";"0";"0";;
"158";"2";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">CONTROL</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"41";"0";"0";;
"159";"2";"0";"25. Tu satisfacción global con el centro";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"42";"0";"0";;
"160";"2";"0";"26. Recomendarías a un familiar y/o amigo/a que se matriculará en el centro";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"43";"0";"0";;
